value,category,count,acreage,year,county
37,other hay/non alfalfa,289002,64272.5,2012,imperial
41,sugarbeets,150998,33581.1,2012,imperial
42,dry beans,641,142.6,2012,imperial
43,potatoes,4662,1036.8,2012,imperial
44,other crops,802,178.4,2012,imperial
47,misc vegs & fruits,27193,6047.6,2012,imperial
48,watermelons,4207,935.6,2012,imperial
49,onions,41349,9195.8,2012,imperial
50,cucumbers,418,93,2012,imperial
54,tomatoes,3,0.7,2012,imperial
57,herbs,614,136.6,2012,imperial
59,sod/grass seed,3011,669.6,2012,imperial
61,fallow/idle cropland,186372,41448.1,2012,imperial
67,peaches,32,7.1,2012,imperial
69,grapes,1616,359.4,2012,imperial
71,other tree crops,1504,334.5,2012,imperial
72,citrus,46491,10339.3,2012,imperial
74,pecans,34,7.6,2012,imperial
75,almonds,2681,596.2,2012,imperial
92,aquaculture,653,145.2,2012,imperial
111,open water,884979,196814.6,2012,imperial
121,developed/open space,89568,19919.4,2012,imperial
122,developed/low intensity,215715,47973.9,2012,imperial
123,developed/medium intensity,55439,12329.3,2012,imperial
124,developed/high intensity,5175,1150.9,2012,imperial
131,barren,3364678,748286.4,2012,imperial
141,deciduous forest,640,142.3,2012,imperial
142,evergreen forest,467,103.9,2012,imperial
143,mixed forest,156,34.7,2012,imperial
152,shrubland,6043717,1344090.3,2012,imperial
176,grass/pasture,8042,1788.5,2012,imperial
190,woody wetlands,72871,16206.1,2012,imperial
195,herbaceous wetlands,9272,2062,2012,imperial
206,carrots,60118,13369.9,2012,imperial
207,asparagus,169,37.6,2012,imperial
209,cantaloupes,15295,3401.5,2012,imperial
213,honeydew melons,85,18.9,2012,imperial
214,broccoli,9908,2203.5,2012,imperial
216,peppers,43,9.6,2012,imperial
219,greens,29910,6651.8,2012,imperial
222,squash,24,5.3,2012,imperial
227,lettuce,45543,10128.5,2012,imperial
230,dbl crop lettuce/durum wht,19515,4340,2012,imperial
231,dbl crop lettuce/cantaloupe,997,221.7,2012,imperial
243,cabbage,2395,532.6,2012,imperial
244,cauliflower,5132,1141.3,2012,imperial
245,celery,752,167.2,2012,imperial
1,corn,18188,4044.9,2015,imperial
2,cotton,5433,1208.3,2015,imperial
12,sweet corn,9286,2065.2,2015,imperial
22,durum wheat,317911,70701.7,2015,imperial
25,other small grains,50,11.1,2015,imperial
28,oats,3830,851.8,2015,imperial
36,alfalfa,686943,152772.4,2015,imperial
37,other hay/non alfalfa,298312,66343,2015,imperial
41,sugarbeets,114258,25410.4,2015,imperial
42,dry beans,4,0.9,2015,imperial
43,potatoes,6398,1422.9,2015,imperial
44,other crops,2841,631.8,2015,imperial
47,misc vegs & fruits,23762,5284.5,2015,imperial
48,watermelons,2628,584.5,2015,imperial
49,onions,61331,13639.7,2015,imperial
54,tomatoes,74,16.5,2015,imperial
57,herbs,4488,998.1,2015,imperial
59,sod/grass seed,2288,508.8,2015,imperial
61,fallow/idle cropland,514254,114367.3,2015,imperial
69,grapes,653,145.2,2015,imperial
71,other tree crops,2102,467.5,2015,imperial
72,citrus,41631,9258.5,2015,imperial
74,pecans,3,0.7,2015,imperial
75,almonds,777,172.8,2015,imperial
92,aquaculture,4356,968.8,2015,imperial
111,open water,854589,190056,2015,imperial
121,developed/open space,79689,17722.4,2015,imperial
122,developed/low intensity,214850,47781.5,2015,imperial
123,developed/medium intensity,59124,13148.9,2015,imperial
124,developed/high intensity,8249,1834.5,2015,imperial
131,barren,3375240,750635.3,2015,imperial
141,deciduous forest,644,143.2,2015,imperial
142,evergreen forest,411,91.4,2015,imperial
143,mixed forest,406,90.3,2015,imperial
152,shrubland,5945279,1322198.2,2015,imperial
176,grass/pasture,5316,1182.2,2015,imperial
190,woody wetlands,60568,13470,2015,imperial
195,herbaceous wetlands,14662,3260.8,2015,imperial
206,carrots,44985,10004.4,2015,imperial
208,garlic,30,6.7,2015,imperial
209,cantaloupes,11976,2663.4,2015,imperial
211,olives,723,160.8,2015,imperial
213,honeydew melons,559,124.3,2015,imperial
214,broccoli,10824,2407.2,2015,imperial
216,peppers,7,1.6,2015,imperial
219,greens,66187,14719.6,2015,imperial
222,squash,2,0.4,2015,imperial
227,lettuce,18486,4111.2,2015,imperial
243,cabbage,412,91.6,2015,imperial
244,cauliflower,1132,251.8,2015,imperial
246,radishes,1083,240.9,2015,imperial
1,corn,19181,4265.8,2017,imperial
2,cotton,13802,3069.5,2017,imperial
4,sorghum,73,16.2,2017,imperial
6,sunflowers,2075,461.5,2017,imperial
22,durum wheat,9230,2052.7,2017,imperial
24,winter wheat,86686,19278.5,2017,imperial
27,rye,4,0.9,2017,imperial
28,oats,1355,301.3,2017,imperial
35,mustard,29,6.4,2017,imperial
36,alfalfa,819642,182284,2017,imperial
37,other hay/non alfalfa,233860,52009.2,2017,imperial
41,sugarbeets,42603,9474.7,2017,imperial
44,other crops,1043,232,2017,imperial
47,misc vegs & fruits,3560,791.7,2017,imperial
48,watermelons,1035,230.2,2017,imperial
49,onions,90753,20183,2017,imperial
57,herbs,4517,1004.6,2017,imperial
59,sod/grass seed,57673,12826.2,2017,imperial
61,fallow/idle cropland,529100,117669,2017,imperial
67,peaches,180,40,2017,imperial
69,grapes,507,112.8,2017,imperial
71,other tree crops,6420,1427.8,2017,imperial
72,citrus,31999,7116.4,2017,imperial
74,pecans,7,1.6,2017,imperial
75,almonds,242,53.8,2017,imperial
111,open water,853264,189761.3,2017,imperial
121,developed/open space,96344,21426.4,2017,imperial
122,developed/low intensity,209768,46651.3,2017,imperial
123,developed/medium intensity,66632,14818.6,2017,imperial
124,developed/high intensity,7274,1617.7,2017,imperial
131,barren,3317254,737739.5,2017,imperial
141,deciduous forest,2169,482.4,2017,imperial
142,evergreen forest,1710,380.3,2017,imperial
143,mixed forest,219,48.7,2017,imperial
152,shrubland,6049819,1345447.4,2017,imperial
176,grass/pasture,2395,532.6,2017,imperial
190,woody wetlands,59449,13221.1,2017,imperial
195,herbaceous wetlands,18986,4222.4,2017,imperial
206,carrots,59729,13283.4,2017,imperial
208,garlic,3,0.7,2017,imperial
209,cantaloupes,18428,4098.3,2017,imperial
211,olives,8498,1889.9,2017,imperial
213,honeydew melons,718,159.7,2017,imperial
214,broccoli,26184,5823.2,2017,imperial
216,peppers,1,0.2,2017,imperial
219,greens,86511,19239.6,2017,imperial
227,lettuce,39734,8836.6,2017,imperial
231,dbl crop lettuce/cantaloupe,1115,248,2017,imperial
232,dbl crop lettuce/cotton,408,90.7,2017,imperial
243,cabbage,9600,2135,2017,imperial
244,cauliflower,5368,1193.8,2017,imperial
245,celery,78,17.3,2017,imperial
1,corn,23223,5164.7,2022,imperial
2,cotton,18794,4179.7,2022,imperial
12,sweet corn,18829,4187.5,2022,imperial
22,durum wheat,167064,37154.1,2022,imperial
24,winter wheat,24,5.3,2022,imperial
28,oats,10004,2224.8,2022,imperial
31,canola,683,151.9,2022,imperial
32,flaxseed,211,46.9,2022,imperial
35,mustard,2,0.4,2022,imperial
36,alfalfa,827408,184011.1,2022,imperial
37,other hay/non alfalfa,311971,69380.7,2022,imperial
41,sugarbeets,153923,34231.7,2022,imperial
43,potatoes,6316,1404.6,2022,imperial
44,other crops,5369,1194,2022,imperial
47,misc vegs & fruits,53624,11925.7,2022,imperial
49,onions,75391,16766.6,2022,imperial
52,lentils,8,1.8,2022,imperial
54,tomatoes,184,40.9,2022,imperial
57,herbs,2110,469.3,2022,imperial
59,sod/grass seed,36546,8127.6,2022,imperial
61,fallow/idle cropland,39871,8867.1,2022,imperial
67,peaches,2,0.4,2022,imperial
69,grapes,903,200.8,2022,imperial
71,other tree crops,55,12.2,2022,imperial
72,citrus,41104,9141.3,2022,imperial
74,pecans,1,0.2,2022,imperial
75,almonds,711,158.1,2022,imperial
111,open water,823967,183245.8,2022,imperial
121,developed/open space,159577,35489.1,2022,imperial
122,developed/low intensity,175905,39120.3,2022,imperial
123,developed/medium intensity,90948,20226.3,2022,imperial
124,developed/high intensity,19038,4233.9,2022,imperial
131,barren,4373939,972740.6,2022,imperial
141,deciduous forest,1,0.2,2022,imperial
142,evergreen forest,8,1.8,2022,imperial
143,mixed forest,2,0.4,2022,imperial
152,shrubland,4739225,1053978.3,2022,imperial
176,grass/pasture,281004,62493.8,2022,imperial
190,woody wetlands,89494,19903,2022,imperial
195,herbaceous wetlands,55765,12401.8,2022,imperial
205,triticale,3,0.7,2022,imperial
206,carrots,73945,16445,2022,imperial
208,garlic,2150,478.1,2022,imperial
209,cantaloupes,6200,1378.8,2022,imperial
211,olives,6226,1384.6,2022,imperial
213,honeydew melons,3551,789.7,2022,imperial
214,broccoli,23301,5182,2022,imperial
215,avocados,271,60.3,2022,imperial
216,peppers,132,29.4,2022,imperial
219,greens,57331,12750.1,2022,imperial
222,squash,559,124.3,2022,imperial
227,lettuce,103993,23127.5,2022,imperial
228,dbl crop triticale/corn,1,0.2,2022,imperial
231,dbl crop lettuce/cantaloupe,160,35.6,2022,imperial
243,cabbage,7377,1640.6,2022,imperial
244,cauliflower,7895,1755.8,2022,imperial
245,celery,935,207.9,2022,imperial
1,corn,26918,20859.3,2007,yolo
2,cotton,212,164.3,2007,yolo
3,rice,62469,48408.6,2007,yolo
4,sorghum,334,258.8,2007,yolo
6,sunflowers,12527,9707.4,2007,yolo
12,sweet corn,8,6.2,2007,yolo
13,pop or orn corn,65,50.4,2007,yolo
21,barley,489,378.9,2007,yolo
22,durum wheat,16,12.4,2007,yolo
23,spring wheat,2,1.5,2007,yolo
24,winter wheat,63154,48939.4,2007,yolo
27,rye,280,217,2007,yolo
28,oats,5588,4330.3,2007,yolo
33,safflower,27878,21603.3,2007,yolo
36,alfalfa,87689,67952.1,2007,yolo
37,other hay/non alfalfa,787,609.9,2007,yolo
41,sugarbeets,1,0.8,2007,yolo
42,dry beans,971,752.4,2007,yolo
49,onions,9,7,2007,yolo
53,peas,564,437.1,2007,yolo
54,tomatoes,12123,9394.4,2007,yolo
58,clover/wildflowers,9877,7653.9,2007,yolo
59,sod/grass seed,734,568.8,2007,yolo
61,fallow/idle cropland,28161,21822.6,2007,yolo
63,forest,4,3.1,2007,yolo
66,cherries,7,5.4,2007,yolo
68,apples,209,162,2007,yolo
69,grapes,12642,9796.6,2007,yolo
71,other tree crops,519,402.2,2007,yolo
75,almonds,13707,10621.9,2007,yolo
76,walnuts,22127,17146.7,2007,yolo
87,wetlands,174,134.8,2007,yolo
92,aquaculture,1,0.8,2007,yolo
111,open water,9489,7353.2,2007,yolo
121,developed/open space,26680,20674.9,2007,yolo
122,developed/low intensity,11252,8719.4,2007,yolo
123,developed/medium intensity,13339,10336.7,2007,yolo
124,developed/high intensity,4029,3122.2,2007,yolo
131,barren,4089,3168.7,2007,yolo
141,deciduous forest,1667,1291.8,2007,yolo
142,evergreen forest,9792,7588,2007,yolo
143,mixed forest,7757,6011.1,2007,yolo
152,shrubland,97552,75595.2,2007,yolo
176,grass/pasture,241906,187458.2,2007,yolo
190,woody wetlands,2116,1639.7,2007,yolo
195,herbaceous wetlands,17841,13825.4,2007,yolo
204,pistachios,276,213.9,2007,yolo
205,triticale,899,696.7,2007,yolo
207,asparagus,1,0.8,2007,yolo
208,garlic,4,3.1,2007,yolo
210,prunes,3239,2510,2007,yolo
211,olives,2771,2147.3,2007,yolo
212,oranges,28,21.7,2007,yolo
213,honeydew melons,65,50.4,2007,yolo
222,squash,12,9.3,2007,yolo
224,vetch,110,85.2,2007,yolo
225,dbl crop winwht/corn,2,1.5,2007,yolo
1,corn,136337,30320.6,2010,yolo
2,cotton,946,210.4,2010,yolo
3,rice,202102,44946.4,2010,yolo
4,sorghum,5964,1326.4,2010,yolo
6,sunflowers,30869,6865.1,2010,yolo
12,sweet corn,7,1.6,2010,yolo
21,barley,16355,3637.3,2010,yolo
24,winter wheat,203814,45327.1,2010,yolo
27,rye,86,19.1,2010,yolo
28,oats,18308,4071.6,2010,yolo
33,safflower,124758,27745.5,2010,yolo
36,alfalfa,247630,55071.6,2010,yolo
37,other hay/non alfalfa,59767,13291.9,2010,yolo
42,dry beans,2670,593.8,2010,yolo
43,potatoes,39,8.7,2010,yolo
44,other crops,973,216.4,2010,yolo
47,misc vegs & fruits,31,6.9,2010,yolo
48,watermelons,97,21.6,2010,yolo
49,onions,109,24.2,2010,yolo
53,peas,3873,861.3,2010,yolo
54,tomatoes,5006,1113.3,2010,yolo
57,herbs,10,2.2,2010,yolo
58,clover/wildflowers,32833,7301.9,2010,yolo
59,sod/grass seed,5830,1296.6,2010,yolo
61,fallow/idle cropland,259000,57600.2,2010,yolo
66,cherries,62,13.8,2010,yolo
67,peaches,50,11.1,2010,yolo
68,apples,241,53.6,2010,yolo
69,grapes,67463,15003.4,2010,yolo
71,other tree crops,3535,786.2,2010,yolo
74,pecans,42,9.3,2010,yolo
75,almonds,51277,11403.7,2010,yolo
76,walnuts,81444,18112.7,2010,yolo
87,wetlands,1676,372.7,2010,yolo
92,aquaculture,10,2.2,2010,yolo
111,open water,26466,5885.9,2010,yolo
121,developed/open space,84260,18739,2010,yolo
122,developed/low intensity,38133,8480.6,2010,yolo
123,developed/medium intensity,46188,10272,2010,yolo
124,developed/high intensity,13686,3043.7,2010,yolo
131,barren,3993,888,2010,yolo
141,deciduous forest,1162,258.4,2010,yolo
142,evergreen forest,18205,4048.7,2010,yolo
143,mixed forest,39001,8673.6,2010,yolo
152,shrubland,259487,57708.5,2010,yolo
176,grass/pasture,788637,175388.6,2010,yolo
190,woody wetlands,4442,987.9,2010,yolo
195,herbaceous wetlands,30886,6868.9,2010,yolo
204,pistachios,2,0.4,2010,yolo
205,triticale,5727,1273.7,2010,yolo
207,asparagus,37,8.2,2010,yolo
209,cantaloupes,451,100.3,2010,yolo
210,prunes,14604,3247.9,2010,yolo
211,olives,3596,799.7,2010,yolo
212,oranges,102,22.7,2010,yolo
217,pomegranates,1,0.2,2010,yolo
223,apricots,1,0.2,2010,yolo
224,vetch,2559,569.1,2010,yolo
225,dbl crop winwht/corn,2,0.4,2010,yolo
226,dbl crop oats/corn,6,1.3,2010,yolo
229,pumpkins,125,27.8,2010,yolo
242,blueberries,22,4.9,2010,yolo
1,corn,84627,18820.6,2012,yolo
2,cotton,538,119.6,2012,yolo
3,rice,182021,40480.5,2012,yolo
4,sorghum,1278,284.2,2012,yolo
6,sunflowers,104646,23272.7,2012,yolo
12,sweet corn,832,185,2012,yolo
21,barley,9463,2104.5,2012,yolo
22,durum wheat,342,76.1,2012,yolo
24,winter wheat,152463,33907,2012,yolo
27,rye,1693,376.5,2012,yolo
28,oats,29359,6529.3,2012,yolo
31,canola,1452,322.9,2012,yolo
33,safflower,33394,7426.6,2012,yolo
36,alfalfa,217877,48454.7,2012,yolo
37,other hay/non alfalfa,47656,10598.4,2012,yolo
42,dry beans,4451,989.9,2012,yolo
43,potatoes,1,0.2,2012,yolo
44,other crops,10747,2390.1,2012,yolo
47,misc vegs & fruits,36,8,2012,yolo
48,watermelons,5953,1323.9,2012,yolo
49,onions,477,106.1,2012,yolo
50,cucumbers,276,61.4,2012,yolo
52,lentils,418,93,2012,yolo
53,peas,392,87.2,2012,yolo
54,tomatoes,192780,42873.2,2012,yolo
58,clover/wildflowers,25155,5594.3,2012,yolo
59,sod/grass seed,1204,267.8,2012,yolo
61,fallow/idle cropland,310580,69071.3,2012,yolo
66,cherries,184,40.9,2012,yolo
67,peaches,9,2,2012,yolo
69,grapes,73630,16374.9,2012,yolo
71,other tree crops,9,2,2012,yolo
74,pecans,3,0.7,2012,yolo
75,almonds,81557,18137.8,2012,yolo
76,walnuts,59966,13336.1,2012,yolo
77,pears,2442,543.1,2012,yolo
92,aquaculture,8,1.8,2012,yolo
111,open water,24499,5448.4,2012,yolo
121,developed/open space,83145,18491,2012,yolo
122,developed/low intensity,40553,9018.8,2012,yolo
123,developed/medium intensity,54111,12034,2012,yolo
124,developed/high intensity,16654,3703.8,2012,yolo
131,barren,7690,1710.2,2012,yolo
141,deciduous forest,462,102.7,2012,yolo
142,evergreen forest,26650,5926.8,2012,yolo
143,mixed forest,59987,13340.8,2012,yolo
152,shrubland,358630,79757.4,2012,yolo
176,grass/pasture,537099,119447.9,2012,yolo
190,woody wetlands,4982,1108,2012,yolo
195,herbaceous wetlands,44416,9877.9,2012,yolo
204,pistachios,19,4.2,2012,yolo
205,triticale,11307,2514.6,2012,yolo
206,carrots,152,33.8,2012,yolo
207,asparagus,1870,415.9,2012,yolo
211,olives,13986,3110.4,2012,yolo
212,oranges,325,72.3,2012,yolo
213,honeydew melons,4879,1085.1,2012,yolo
216,peppers,1880,418.1,2012,yolo
217,pomegranates,238,52.9,2012,yolo
220,plums,8681,1930.6,2012,yolo
222,squash,2022,449.7,2012,yolo
223,apricots,3,0.7,2012,yolo
224,vetch,117,26,2012,yolo
225,dbl crop winwht/corn,1367,304,2012,yolo
226,dbl crop oats/corn,1298,288.7,2012,yolo
229,pumpkins,52,11.6,2012,yolo
242,blueberries,2,0.4,2012,yolo
1,corn,28293,6292.2,2015,yolo
2,cotton,769,171,2015,yolo
3,rice,334338,74355,2015,yolo
4,sorghum,3068,682.3,2015,yolo
6,sunflowers,111501,24797.2,2015,yolo
12,sweet corn,12,2.7,2015,yolo
21,barley,4605,1024.1,2015,yolo
22,durum wheat,1839,409,2015,yolo
23,spring wheat,75,16.7,2015,yolo
24,winter wheat,187790,41763.5,2015,yolo
27,rye,3750,834,2015,yolo
28,oats,37679,8379.6,2015,yolo
29,millet,289,64.3,2015,yolo
31,canola,2038,453.2,2015,yolo
33,safflower,53473,11892.1,2015,yolo
36,alfalfa,371670,82657.4,2015,yolo
37,other hay/non alfalfa,159913,35563.8,2015,yolo
42,dry beans,34034,7569,2015,yolo
43,potatoes,138,30.7,2015,yolo
44,other crops,4893,1088.2,2015,yolo
47,misc vegs & fruits,453,100.7,2015,yolo
48,watermelons,6787,1509.4,2015,yolo
49,onions,1122,249.5,2015,yolo
50,cucumbers,14678,3264.3,2015,yolo
53,peas,1113,247.5,2015,yolo
54,tomatoes,314193,69874.8,2015,yolo
57,herbs,903,200.8,2015,yolo
58,clover/wildflowers,120454,26788.3,2015,yolo
59,sod/grass seed,3267,726.6,2015,yolo
61,fallow/idle cropland,865777,192544.2,2015,yolo
66,cherries,618,137.4,2015,yolo
67,peaches,10,2.2,2015,yolo
68,apples,93,20.7,2015,yolo
69,grapes,103215,22954.5,2015,yolo
71,other tree crops,670,149,2015,yolo
75,almonds,231620,51511,2015,yolo
76,walnuts,173500,38585.5,2015,yolo
77,pears,8844,1966.9,2015,yolo
92,aquaculture,197,43.8,2015,yolo
111,open water,122700,27287.8,2015,yolo
121,developed/open space,207350,46113.5,2015,yolo
122,developed/low intensity,125027,27805.3,2015,yolo
123,developed/medium intensity,181573,40380.9,2015,yolo
124,developed/high intensity,48846,10863.1,2015,yolo
131,barren,8386,1865,2015,yolo
141,deciduous forest,22771,5064.1,2015,yolo
142,evergreen forest,87274,19409.3,2015,yolo
143,mixed forest,206615,45950.1,2015,yolo
152,shrubland,982531,218509.6,2015,yolo
176,grass/pasture,984318,218907.1,2015,yolo
190,woody wetlands,9322,2073.2,2015,yolo
195,herbaceous wetlands,58414,12991,2015,yolo
204,pistachios,5696,1266.8,2015,yolo
205,triticale,21055,4682.5,2015,yolo
206,carrots,3,0.7,2015,yolo
207,asparagus,1,0.2,2015,yolo
208,garlic,2218,493.3,2015,yolo
209,cantaloupes,885,196.8,2015,yolo
211,olives,11347,2523.5,2015,yolo
212,oranges,1,0.2,2015,yolo
216,peppers,317,70.5,2015,yolo
217,pomegranates,7,1.6,2015,yolo
220,plums,6601,1468,2015,yolo
222,squash,1717,381.9,2015,yolo
224,vetch,2224,494.6,2015,yolo
225,dbl crop winwht/corn,795,176.8,2015,yolo
226,dbl crop oats/corn,523,116.3,2015,yolo
229,pumpkins,229,50.9,2015,yolo
1,corn,22292,4957.6,2017,yolo
2,cotton,1080,240.2,2017,yolo
3,rice,117452,26120.7,2017,yolo
4,sorghum,5383,1197.2,2017,yolo
6,sunflowers,86650,19270.5,2017,yolo
13,pop or orn corn,223,49.6,2017,yolo
21,barley,18108,4027.1,2017,yolo
23,spring wheat,478,106.3,2017,yolo
24,winter wheat,155477,34577.3,2017,yolo
27,rye,286,63.6,2017,yolo
28,oats,13383,2976.3,2017,yolo
31,canola,635,141.2,2017,yolo
33,safflower,42867,9533.4,2017,yolo
36,alfalfa,190577,42383.3,2017,yolo
37,other hay/non alfalfa,84850,18870.2,2017,yolo
42,dry beans,6464,1437.6,2017,yolo
44,other crops,14336,3188.2,2017,yolo
47,misc vegs & fruits,3,0.7,2017,yolo
48,watermelons,9691,2155.2,2017,yolo
49,onions,17,3.8,2017,yolo
50,cucumbers,7500,1668,2017,yolo
53,peas,259,57.6,2017,yolo
54,tomatoes,79577,17697.5,2017,yolo
58,clover/wildflowers,22727,5054.4,2017,yolo
59,sod/grass seed,1881,418.3,2017,yolo
61,fallow/idle cropland,454145,100999.4,2017,yolo
66,cherries,276,61.4,2017,yolo
67,peaches,4,0.9,2017,yolo
68,apples,118,26.2,2017,yolo
69,grapes,84821,18863.7,2017,yolo
71,other tree crops,37,8.2,2017,yolo
72,citrus,3,0.7,2017,yolo
74,pecans,59,13.1,2017,yolo
75,almonds,196342,43665.4,2017,yolo
76,walnuts,100945,22449.6,2017,yolo
77,pears,2884,641.4,2017,yolo
92,aquaculture,7,1.6,2017,yolo
111,open water,22876,5087.5,2017,yolo
121,developed/open space,80340,17867.2,2017,yolo
122,developed/low intensity,40779,9069,2017,yolo
123,developed/medium intensity,59406,13211.6,2017,yolo
124,developed/high intensity,16855,3748.5,2017,yolo
131,barren,4584,1019.5,2017,yolo
141,deciduous forest,700,155.7,2017,yolo
142,evergreen forest,22137,4923.2,2017,yolo
143,mixed forest,51139,11373,2017,yolo
152,shrubland,405180,90109.9,2017,yolo
176,grass/pasture,440288,97917.7,2017,yolo
190,woody wetlands,3193,710.1,2017,yolo
195,herbaceous wetlands,19007,4227.1,2017,yolo
204,pistachios,18723,4163.9,2017,yolo
205,triticale,4435,986.3,2017,yolo
206,carrots,128,28.5,2017,yolo
207,asparagus,375,83.4,2017,yolo
208,garlic,273,60.7,2017,yolo
209,cantaloupes,1791,398.3,2017,yolo
211,olives,16535,3677.3,2017,yolo
212,oranges,585,130.1,2017,yolo
213,honeydew melons,3143,699,2017,yolo
216,peppers,5197,1155.8,2017,yolo
217,pomegranates,156,34.7,2017,yolo
220,plums,310,68.9,2017,yolo
221,strawberries,3,0.7,2017,yolo
222,squash,2210,491.5,2017,yolo
224,vetch,1854,412.3,2017,yolo
225,dbl crop winwht/corn,75,16.7,2017,yolo
226,dbl crop oats/corn,629,139.9,2017,yolo
229,pumpkins,6,1.3,2017,yolo
236,dbl crop winwht/sorghum,246,54.7,2017,yolo
1,corn,16758,3726.9,2022,yolo
2,cotton,131,29.1,2022,yolo
3,rice,65087,14475,2022,yolo
4,sorghum,2220,493.7,2022,yolo
6,sunflowers,51630,11482.2,2022,yolo
12,sweet corn,107,23.8,2022,yolo
13,pop or orn corn,19,4.2,2022,yolo
21,barley,12696,2823.5,2022,yolo
23,spring wheat,2585,574.9,2022,yolo
24,winter wheat,158561,35263.1,2022,yolo
27,rye,4909,1091.7,2022,yolo
28,oats,32684,7268.7,2022,yolo
33,safflower,38083,8469.5,2022,yolo
36,alfalfa,118531,26360.7,2022,yolo
37,other hay/non alfalfa,92316,20530.6,2022,yolo
42,dry beans,757,168.4,2022,yolo
43,potatoes,1,0.2,2022,yolo
44,other crops,16668,3706.9,2022,yolo
46,sweet potatoes,4,0.9,2022,yolo
47,misc vegs & fruits,12,2.7,2022,yolo
48,watermelons,4791,1065.5,2022,yolo
49,onions,216,48,2022,yolo
50,cucumbers,5758,1280.5,2022,yolo
51,chick peas,31,6.9,2022,yolo
53,peas,159,35.4,2022,yolo
54,tomatoes,184515,41035.1,2022,yolo
57,herbs,55,12.2,2022,yolo
58,clover/wildflowers,36419,8099.4,2022,yolo
59,sod/grass seed,262,58.3,2022,yolo
61,fallow/idle cropland,310534,69061.1,2022,yolo
66,cherries,1787,397.4,2022,yolo
67,peaches,679,151,2022,yolo
68,apples,1063,236.4,2022,yolo
69,grapes,95742,21292.5,2022,yolo
70,christmas trees,2,0.4,2022,yolo
71,other tree crops,1148,255.3,2022,yolo
72,citrus,611,135.9,2022,yolo
74,pecans,1189,264.4,2022,yolo
75,almonds,252520,56159.1,2022,yolo
76,walnuts,110355,24542.4,2022,yolo
77,pears,1708,379.9,2022,yolo
92,aquaculture,198,44,2022,yolo
111,open water,33950,7550.3,2022,yolo
121,developed/open space,58746,13064.8,2022,yolo
122,developed/low intensity,51554,11465.3,2022,yolo
123,developed/medium intensity,66902,14878.6,2022,yolo
124,developed/high intensity,26758,5950.8,2022,yolo
131,barren,8825,1962.6,2022,yolo
141,deciduous forest,740,164.6,2022,yolo
142,evergreen forest,25756,5728,2022,yolo
143,mixed forest,14036,3121.5,2022,yolo
152,shrubland,491854,109385.7,2022,yolo
176,grass/pasture,406229,90343.2,2022,yolo
190,woody wetlands,5666,1260.1,2022,yolo
195,herbaceous wetlands,34707,7718.7,2022,yolo
204,pistachios,25127,5588.1,2022,yolo
205,triticale,14903,3314.3,2022,yolo
206,carrots,44,9.8,2022,yolo
208,garlic,2222,494.2,2022,yolo
209,cantaloupes,347,77.2,2022,yolo
210,prunes,4141,920.9,2022,yolo
211,olives,33431,7434.9,2022,yolo
212,oranges,3,0.7,2022,yolo
213,honeydew melons,28,6.2,2022,yolo
216,peppers,43,9.6,2022,yolo
217,pomegranates,107,23.8,2022,yolo
220,plums,13890,3089.1,2022,yolo
221,strawberries,8,1.8,2022,yolo
222,squash,259,57.6,2022,yolo
224,vetch,26,5.8,2022,yolo
225,dbl crop winwht/corn,200,44.5,2022,yolo
226,dbl crop oats/corn,490,109,2022,yolo
227,lettuce,9,2,2022,yolo
228,dbl crop triticale/corn,88,19.6,2022,yolo
229,pumpkins,394,87.6,2022,yolo
237,dbl crop barley/corn,5,1.1,2022,yolo
242,blueberries,6,1.3,2022,yolo
3,rice,36,27.9,2007,siskiyou
21,barley,14276,11062.8,2007,siskiyou
23,spring wheat,15731,12190.3,2007,siskiyou
24,winter wheat,4234,3281,2007,siskiyou
27,rye,3310,2565,2007,siskiyou
28,oats,865,670.3,2007,siskiyou
36,alfalfa,72693,56331.4,2007,siskiyou
37,other hay/non alfalfa,174,134.8,2007,siskiyou
47,misc vegs & fruits,2004,1552.9,2007,siskiyou
49,onions,556,430.9,2007,siskiyou
53,peas,2,1.5,2007,siskiyou
57,herbs,2495,1933.4,2007,siskiyou
61,fallow/idle cropland,10015,7760.8,2007,siskiyou
87,wetlands,19,14.7,2007,siskiyou
111,open water,33627,26058.3,2007,siskiyou
112,perennial ice/snow,3311,2565.8,2007,siskiyou
121,developed/open space,105430,81700,2007,siskiyou
122,developed/low intensity,19526,15131.1,2007,siskiyou
123,developed/medium intensity,3645,2824.6,2007,siskiyou
124,developed/high intensity,234,181.3,2007,siskiyou
131,barren,82037,63572.3,2007,siskiyou
141,deciduous forest,15660,12135.3,2007,siskiyou
142,evergreen forest,3297172,2555050.4,2007,siskiyou
143,mixed forest,14831,11492.9,2007,siskiyou
152,shrubland,982096,761047.6,2007,siskiyou
176,grass/pasture,518174,401544.3,2007,siskiyou
190,woody wetlands,166,128.6,2007,siskiyou
195,herbaceous wetlands,35330,27378,2007,siskiyou
205,triticale,2037,1578.5,2007,siskiyou
206,carrots,2,1.5,2007,siskiyou
211,olives,3,2.3,2007,siskiyou
221,strawberries,2434,1886.2,2007,siskiyou
3,rice,1,0.2,2010,siskiyou
14,mint,6375,1417.8,2010,siskiyou
21,barley,37303,8296,2010,siskiyou
23,spring wheat,35358,7863.4,2010,siskiyou
