scenario_id,scen_desc,location,unit,name,value
scen_1015,no leaching n2o,siskiyou,kgco2e_stand,pasture_establishment_c_credit,-14198.747571112239
scen_1015,no leaching n2o,siskiyou,kgco2e_stand,no_c_credit,5371.998641087261
scen_1018,no fertilizer offsets,siskiyou,kgco2e_Mgyield,conservation_crop_rotation_c_credit,40.126349988331675
scen_1018,no fertilizer offsets,siskiyou,kgco2e_Mgyield,pasture_establishment_c_credit,-184.41851797463136
scen_1018,no fertilizer offsets,siskiyou,kgco2e_Mgyield,no_c_credit,85.03532358092428
scen_1018,no fertilizer offsets,siskiyou,kgco2e_hayr,conservation_crop_rotation_c_credit,485.7372525042914
scen_1018,no fertilizer offsets,siskiyou,kgco2e_hayr,pasture_establishment_c_credit,-2232.4219436345275
scen_1018,no fertilizer offsets,siskiyou,kgco2e_hayr,no_c_credit,1029.3690917320553
scen_1018,no fertilizer offsets,siskiyou,kgco2e_stand,conservation_crop_rotation_c_credit,2914.423515025748
scen_1018,no fertilizer offsets,siskiyou,kgco2e_stand,pasture_establishment_c_credit,-13394.531661807168
scen_1018,no fertilizer offsets,siskiyou,kgco2e_stand,no_c_credit,6176.214550392331
scen_1019,double well depth,siskiyou,kgco2e_Mgyield,conservation_crop_rotation_c_credit,37.06745297639975
scen_1019,double well depth,siskiyou,kgco2e_Mgyield,pasture_establishment_c_credit,-187.47741498656328
scen_1019,double well depth,siskiyou,kgco2e_Mgyield,no_c_credit,81.97642656899235
scen_1019,double well depth,siskiyou,kgco2e_hayr,conservation_crop_rotation_c_credit,448.7087106433581
scen_1019,double well depth,siskiyou,kgco2e_hayr,pasture_establishment_c_credit,-2269.4504854954607
scen_1019,double well depth,siskiyou,kgco2e_hayr,no_c_credit,992.340549871122
scen_1019,double well depth,siskiyou,kgco2e_stand,conservation_crop_rotation_c_credit,2692.2522638601486
scen_1019,double well depth,siskiyou,kgco2e_stand,pasture_establishment_c_credit,-13616.702912972767
scen_1019,double well depth,siskiyou,kgco2e_stand,no_c_credit,5954.0432992267315
scen_2001,base,imperial,kgco2e_Mgyield,conservation_crop_rotation_c_credit,69.36104723813988
scen_2001,base,imperial,kgco2e_Mgyield,pasture_establishment_c_credit,-16.374265984082328
scen_2001,base,imperial,kgco2e_Mgyield,no_c_credit,109.16672837702876
scen_2001,base,imperial,kgco2e_hayr,conservation_crop_rotation_c_credit,1119.5052470034113
scen_2001,base,imperial,kgco2e_hayr,pasture_establishment_c_credit,-264.2848892127147
scen_2001,base,imperial,kgco2e_hayr,no_c_credit,1761.9792388180413
scen_2001,base,imperial,kgco2e_stand,conservation_crop_rotation_c_credit,3358.515741010234
scen_2001,base,imperial,kgco2e_stand,pasture_establishment_c_credit,-792.8546676381438
scen_2001,base,imperial,kgco2e_stand,no_c_credit,5285.937716454124
scen_2002,all ground irr,imperial,kgco2e_Mgyield,conservation_crop_rotation_c_credit,67.43138332370809
scen_2002,all ground irr,imperial,kgco2e_Mgyield,pasture_establishment_c_credit,-18.303929898514113
scen_2002,all ground irr,imperial,kgco2e_Mgyield,no_c_credit,107.23706446259698
scen_2002,all ground irr,imperial,kgco2e_hayr,conservation_crop_rotation_c_credit,1088.3599721960315
scen_2002,all ground irr,imperial,kgco2e_hayr,pasture_establishment_c_credit,-295.4301640200945
scen_2002,all ground irr,imperial,kgco2e_hayr,no_c_credit,1730.8339640106615
scen_2002,all ground irr,imperial,kgco2e_stand,conservation_crop_rotation_c_credit,3265.0799165880944
scen_2002,all ground irr,imperial,kgco2e_stand,pasture_establishment_c_credit,-886.2904920602832
scen_2002,all ground irr,imperial,kgco2e_stand,no_c_credit,5192.501892031984
scen_2005,change stand life from 3 to 4 years,imperial,kgco2e_Mgyield,conservation_crop_rotation_c_credit,64.56677257625032
